"","X","TaxonName","ItemAccNoFull","AccNoCons","ItemLocationCode","ItemSpecCount","ProvenanceCode","ItemCoordX","ItemCoordY","Family","Genus","Species","NAME","COMMON.NAME","FAMILY","NATIVITY","HABIT","LOCATION.and.QUANTITY","ACCN..","X.1","genus","family","order","group","binomial","id"
"371",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,"Abies","Pinaceae","Pinales","Gymnosperms","Abies_koreana","vand"
"372",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_expansa","ubc"
"373",202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_cristata","ubc"
"374",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_bissetiana","ubc"
"375",206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,"Polystichum","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Polystichum_acrostichoides","vand"
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chamaedaphne","Ericaceae","Ericales","Angiosperms","Chamaedaphne_calyculata","ubc"
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Disanthus","Hamamelidaceae","Saxifragales","Angiosperms","Disanthus_cercidifolius","ubc"
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berberis","Berberidaceae","Ranunculales","Angiosperms","Berberis_darwinii","ubc"
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Escallonia","Escalloniaceae","Escalloniales","Angiosperms","Escallonia_rubra","ubc"
"380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viburnum","Adoxaceae","Dipsacales","Angiosperms","Viburnum_davidii","ubc"
"381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cephalotaxus","Taxaceae","Pinales","Gymnosperms","Cephalotaxus_harringtonia","ubc"
"382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsuga","Pinaceae","Pinales","Gymnosperms","Tsuga_mertensiana","ubc"
"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aesculus","Sapindaceae","Sapindales","Angiosperms","Aesculus_pavia","ubc"
"384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lathyrus","Fabaceae","Fabales","Angiosperms","Lathyrus_vernus","ubc"
"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trochodendron","Trochodendraceae","Trochodendrales","Angiosperms","Trochodendron_aralioides","ubc"
"386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glandora","Boraginaceae","Boraginales","Angiosperms","Glandora_diffusa","ubc"
"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iris","Iridaceae","Asparagales","Angiosperms","Iris_wilsonii","ubc"
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houttuynia","Saururaceae","Piperales","Angiosperms","Houttuynia_cordata","ubc"
"389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cornus","Cornaceae","Cornales","Angiosperms","Cornus_kousa","ubc"
"390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stewartia","Theaceae","Ericales","Angiosperms","Stewartia_serrata","ubc"
"391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corylus","Betulaceae","Fagales","Angiosperms","Corylus_colurna","ubc"
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eurya","Pentaphylacaceae","Ericales","Angiosperms","Eurya_japonica","ubc"
"393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hypericum","Hypericaceae","Malpighiales","Angiosperms","Hypericum_lancasteri","ubc"
"394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aucuba","Garryaceae","Garryales","Angiosperms","Aucuba_chinensis","ubc"
"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trillium","Melanthiaceae","Liliales","Angiosperms","Trillium_grandiflorum","ubc"
"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stachyurus","Stachyuraceae","Crossosomatales","Angiosperms","Stachyurus_chinensis","ubc"
"397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnolia","Magnoliaceae","Magnoliales","Angiosperms","Magnolia_dawsoniana","ubc"
"398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sciadopitys","Sciadopityaceae","Pinales","Gymnosperms","Sciadopitys_verticillata","ubc"
"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decaisnea","Lardizabalaceae","Ranunculales","Angiosperms","Decaisnea_insignis","ubc"
"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrica","Myricaceae","Fagales","Angiosperms","Myrica_gale","ubc"
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinidia","Actinidiaceae","Ericales","Angiosperms","Actinidia_kolomikta","ubc"
"402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anemone","Ranunculaceae","Ranunculales","Angiosperms","Anemone_rivularis","ubc"
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haberlea","Gesneriaceae","Lamiales","Angiosperms","Haberlea_rhodopensis","ubc"
"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tolmiea","Saxifragaceae","Saxifragales","Angiosperms","Tolmiea_menziesii","ubc"
"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysichiton","Araceae","Alismatales","Angiosperms","Lysichiton_camtschatcensis","ubc"
"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nymphoides","Menyanthaceae","Asterales","Angiosperms","Nymphoides_peltata","ubc"
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cercidiphyllum","Cercidiphyllaceae","Saxifragales","Angiosperms","Cercidiphyllum_japonicum","ubc"
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acorus","Acoraceae","Acorales","Angiosperms","Acorus_americanus","ubc"
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teucrium","Lamiaceae","Lamiales","Angiosperms","Teucrium_pyrenaicum","ubc"
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kadsura","Schisandraceae","Austrobaileyales","Angiosperms","Kadsura_coccinea","ubc"
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ampelopsis","Vitaceae","Vitales","Angiosperms","Ampelopsis_megalophylla","ubc"
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanguinaria","Papaveraceae","Ranunculales","Angiosperms","Sanguinaria_canadensis","ubc"
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rehderodendron","Styracaceae","Ericales","Angiosperms","Rehderodendron_macrocarpum","ubc"
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ginkgo","Ginkgoaceae","Ginkgoales","Gymnosperms","Ginkgo_biloba","ubc"
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Juglans","Juglandaceae","Fagales","Angiosperms","Juglans_mandshurica","ubc"
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staphylea","Staphyleaceae","Crossosomatales","Angiosperms","Staphylea_bumalda","ubc"
"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paeonia","Paeoniaceae","Saxifragales","Angiosperms","Paeonia_cambessedesii","ubc"
"418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halocarpus","Podocarpaceae","Pinales","Gymnosperms","Halocarpus_bidwillii","ubc"
"419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opuntia","Cactaceae","Caryophyllales","Angiosperms","Opuntia_polyacantha","ubc"
"420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shepherdia","Elaeagnaceae","Rosales","Angiosperms","Shepherdia_canadensis","ubc"
"421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elodea","Hydrocharitaceae","Alismatales","Angiosperms","Elodea_canadensis","ubc"
"422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equisetum","Equisetaceae","Equisetales","Pteridophytes","Equisetum_scirpoides","ubc"
"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schefflera","Araliaceae","Apiales","Angiosperms","Schefflera_delavayi","ubc"
"424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narcissus","Amaryllidaceae","Asparagales","Angiosperms","Narcissus_minor","ubc"
"425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daphniphyllum","Daphniphyllaceae","Saxifragales","Angiosperms","Daphniphyllum_macropodum","ubc"
"426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Catalpa","Bignoniaceae","Lamiales","Angiosperms","Catalpa_fargesii","ubc"
"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sassafras","Lauraceae","Laurales","Angiosperms","Sassafras_albidum","ubc"
"428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coriaria","Coriariaceae","Cucurbitales","Angiosperms","Coriaria_microphylla","ubc"
"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lysimachia","Primulaceae","Ericales","Angiosperms","Lysimachia_clethroides","ubc"
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clethra","Clethraceae","Ericales","Angiosperms","Clethra_delavayi","ubc"
"431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Verbena","Verbenaceae","Lamiales","Angiosperms","Verbena_hastata","ubc"
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toona","Meliaceae","Sapindales","Angiosperms","Toona_sinensis","ubc"
"433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medeola","Liliaceae","Liliales","Angiosperms","Medeola_virginiana","ubc"
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ephedra","Ephedraceae","Gnetales","Gymnosperms","Ephedra_frustillata","ubc"
"435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dianthus","Caryophyllaceae","Caryophyllales","Angiosperms","Dianthus_microlepis","ubc"
"436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matteuccia","Onocleaceae","Eupolypod II","Pteridophytes","Matteuccia_struthiopteris","ubc"
"437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bretschneidera","Akaniaceae","Brassicales","Angiosperms","Bretschneidera_sinensis","ubc"
"438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhamnus","Rhamnaceae","Rosales","Angiosperms","Rhamnus_alpina","ubc"
"439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emmenopterys","Rubiaceae","Gentianales","Angiosperms","Emmenopterys_henryi","ubc"
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Firmiana","Malvaceae","Malvales","Angiosperms","Firmiana_simplex","ubc"
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luzula","Juncaceae","Poales","Angiosperms","Luzula_sylvatica","ubc"
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orostachys","Crassulaceae","Saxifragales","Angiosperms","Orostachys_malacophylla","ubc"
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tapiscia","Tapisciaceae","Huerteales","Angiosperms","Tapiscia_sinensis","ubc"
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Helwingia","Helwingiaceae","Aquifoliales","Angiosperms","Helwingia_chinensis","ubc"
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hedychium","Zingiberaceae","Zingiberales","Angiosperms","Hedychium_coronarium","ubc"
"446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewisia","Montiaceae","Caryophyllales","Angiosperms","Lewisia_pygmaea","ubc"
"447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Itea","Iteaceae","Saxifragales","Angiosperms","Itea_virginica","ubc"
"448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liquidambar","Altingiaceae","Saxifragales","Angiosperms","Liquidambar_formosana","ubc"
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reseda","Resedaceae","Brassicales","Angiosperms","Reseda_luteola","ubc"
"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jovellana","Calceolariaceae","Lamiales","Angiosperms","Jovellana_violacea","ubc"
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linum","Linaceae","Malpighiales","Angiosperms","Linum_hirsutum","ubc"
"452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cystopteris","Cystopteridaceae","Polypodiales-Eupolypod II","Pteridophytes","Cystopteris_fragilis","ubc"
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cistus","Cistaceae","Malvales","Angiosperms","Cistus_laurifolius","ubc"
"454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ribes","Grossulariaceae","Saxifragales","Angiosperms","Ribes_sanguineum","ubc"
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meliosma","Sabiaceae","Proteales","Angiosperms","Meliosma_veitchiorum","ubc"
"456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Osmunda","Osmundaceae","Osmundales","Pteridophytes","Osmunda_regalis","ubc"
"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triantha","Tofieldiaceae","Alismatales","Angiosperms","Triantha_glutinosa","ubc"
"458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crinodendron","Elaeocarpaceae","Oxalidales","Angiosperms","Crinodendron_hookerianum","ubc"
"459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drimys","Winteraceae","Canellales","Angiosperms","Drimys_winteri","ubc"
"460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sparganium","Typhaceae","Poales","Angiosperms","Sparganium_emersum","ubc"
"461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedicularis","Orobanchaceae","Lamiales","Angiosperms","Pedicularis_groenlandica","ubc"
"462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kniphofia","Asphodelaceae","Asparagales","Angiosperms","Kniphofia_multiflora","ubc"
"463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boehmeria","Urticaceae","Rosales","Angiosperms","Boehmeria_platanifolia","ubc"
"464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adiantum","Pteridaceae","Polypodiales","Pteridophytes","Adiantum_pedatum","ubc"
"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thelypteris","Thelypteridaceae","Polypodiales-Eupolypod II","Pteridophytes","Thelypteris_noveboracensis","ubc"
"466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Botrychium","Ophioglossaceae","Ophioglossales","Pteridophytes","Botrychium_virginianum","ubc"
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uvularia","Colchicaceae","Liliales","Angiosperms","Uvularia_grandiflora","ubc"
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berberidopsis","Berberidopsidaceae","Berberidopsidales","Angiosperms","Berberidopsis_corallina","ubc"
"469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Begonia","Begoniaceae","Cucurbitales","Angiosperms","Begonia_palmata","ubc"
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puya","Bromeliaceae","Poales","Angiosperms","Puya_mirabilis","ubc"
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron","Ericaceae","Ericales","Angiosperms","Rhododendron_degronianum","ubc"
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaccinium","Ericaceae","Ericales","Angiosperms","Vaccinium_deliciosum","ubc"
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron","Ericaceae","Ericales","Angiosperms","Rhododendron_barbatum","ubc"
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron","Ericaceae","Ericales","Angiosperms","Rhododendron_hyperythrum","ubc"
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abies","Pinaceae","Pinales","Gymnosperms","Abies_pinsapo","ubc"
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea","Pinaceae","Pinales","Gymnosperms","Picea_alcoquiana","ubc"
"477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinus","Pinaceae","Pinales","Gymnosperms","Pinus_cembra","ubc"
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tsuga","Pinaceae","Pinales","Gymnosperms","Tsuga_sieboldii","ubc"
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinus","Pinaceae","Pinales","Gymnosperms","Pinus_sylvestris","ubc"
"480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_expansa","ubc"
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_wallichiana","ubc"
"482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_cristata","ubc"
"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_bissetiana","ubc"
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris","Dryopteridaceae","Polypodiales-Eupolypod I","Pteridophytes","Dryopteris_erythrosora","ubc"
"485",1,"Rhododendron barbatum",NA,NA,"3AB6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",2,"Rhododendron barbatum",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",3,"Houttuynia cordata",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",4,"Escallonia rubra",NA,NA,"LSA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",5,"Rhododendron barbatum",NA,NA,"3AB8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",6,"Rhododendron hyperythrum",NA,NA,"3AH7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",7,"Vaccinium deliciosum",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",8,"Tsuga mertensiana",NA,NA,"1B37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",9,"Tsuga mertensiana",NA,NA,"1B31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",10,"Cornus kousa",NA,NA,"3AH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",11,"Cornus kousa",NA,NA,"HUBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",12,"Glandora diffusa",NA,NA,"LEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",13,"Haberlea rhodopensis",NA,NA,"LEU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",14,"Houttuynia cordata",NA,NA,"5A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",15,"Eurya japonica",NA,NA,"5B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
